TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AccountBalance_Binned,Target
760728.3425,Debit,New York,ATM,3056.0,Engineer,48730.000000000015,13.0,144157943.36099997,1,1
1684385.9785,Debit,Los Angeles,Online,1382.0,Student,43510.0,5.0,5935920.51,0,3
489805.911,Credit,San Francisco,Branch,2808.0,Doctor,14510.000000000002,5.0,220411947.1138,2,2
239395.986,Debit,Seattle,Branch,3056.0,Engineer,13060.0,5.0,85760341.86279999,1,2
149920.0105,Debit,Milwaukee,Branch,1630.0,Student,42060.0,5.0,13398242.0614,0,1
1526080.8535,Debit,Mesa,ATM,4110.000000000001,Doctor,26110.0,9.0,117747713.14119998,1,1
644023.8855,Debit,Oklahoma City,Online,3428.0,Retired,62649.99999999999,5.0,15165301.238599999,0,1
630284.9195000001,Debit,San Antonio,ATM,3924.0,Retired,34520.0,5.0,64322066.91839998,0,2
65279.53700000001,Debit,Philadelphia,Online,2374.0,Doctor,5519.999999999999,5.0,211465224.44519997,2,1
463249.02700000006,Credit,Charlotte,Online,3552.0,Doctor,33650.0,5.0,198709014.96479997,2,0
106151.042,Debit,Tucson,ATM,1196.0,Student,33940.0,5.0,3597148.2146,0,2
583925.5035,Debit,Louisville,Branch,1692.0,Student,9580.0,5.0,12922186.381399998,0,1
835218.0995,Debit,Chicago,Branch,4606.000000000001,Retired,26110.0,5.0,69523272.75719999,0,0
315631.89650000003,Debit,Baltimore,Branch,1630.0,Student,21760.0,5.0,22453118.6298,0,0
979074.2839999999,Debit,Oklahoma City,Online,1196.0,Student,30460.0,5.0,11629248.908,0,1
1202927.325,Debit,Denver,Online,1630.0,Student,40030.0,5.0,3950024.4874,0,3
42234.1485,Credit,Sacramento,Online,2560.0,Engineer,50760.0,5.0,19861888.056599997,0,2
816163.919,Credit,Kansas City,Online,4296.000000000001,Retired,35100.0,5.0,58131557.86959999,0,3
814667.216,Debit,Omaha,Online,3180.0,Engineer,76570.0,5.0,77118889.89899999,1,1
163927.6155,Debit,Virginia Beach,Branch,4172.000000000001,Doctor,42060.0,5.0,221736423.27599996,2,2
325245.335,Debit,San Diego,Branch,1754.0,Student,41190.0,5.0,13670040.101199998,0,2
200769.5355,Debit,Omaha,ATM,3862.0,Retired,26110.0,5.0,66614870.087199986,0,1
608179.7675,Debit,Mesa,Branch,1568.0,Student,24080.0,5.0,19697351.3122,0,1
116167.43900000001,Credit,Columbus,Branch,3552.0,Retired,15090.000000000002,5.0,52588335.77819999,0,0
561379.016,Credit,Dallas,Branch,4234.000000000001,Retired,17700.000000000004,5.0,69003925.76379998,0,0
741674.162,Debit,Indianapolis,Branch,2994.0,Engineer,8130.0,5.0,83765222.26139998,1,3
215045.7795,Debit,Kansas City,Branch,1444.0,Student,14800.000000000002,5.0,13839932.472,0,3
1090904.862,Debit,Indianapolis,ATM,2870.0,Engineer,44089.99999999999,5.0,81820832.34339999,1,3
506557.4715,Debit,Dallas,Branch,4916.000000000001,Retired,65840.0,9.0,62110788.28479999,0,0
670906.9739999999,Debit,Las Vegas,Online,2994.0,Engineer,65550.0,5.0,98954522.56879999,1,3
1153996.65,Credit,Philadelphia,Branch,3490.0,Engineer,30170.0,5.0,125831882.42459999,1,1
11072.0245,Debit,Charlotte,Online,3118.0,Doctor,35969.99999999999,5.0,208097725.5788,2,0
386322.33050000004,Credit,Nashville,Branch,2622.0,Engineer,53950.0,5.0,38457515.5218,0,1
572623.4770000001,Debit,Indianapolis,Branch,3490.0,Retired,65260.0,5.0,44849753.165,0,3
999836.2409999999,Debit,Albuquerque,Branch,1568.0,Student,37130.0,5.0,29030869.220799997,0,0
225042.988,Credit,Austin,Online,3738.0,Engineer,4650.0,5.0,54534808.439799994,0,0
362893.172,Credit,Indianapolis,nan,2002.0,Engineer,29880.0,5.0,14534824.997399999,0,3
256262.67750000005,Debit,Atlanta,ATM,2746.0,Engineer,63810.0,5.0,57220208.777200006,0,0
274798.76850000006,Debit,Dallas,Online,2188.0,Engineer,39160.0,5.0,94836640.93679997,1,0
47530.1745,Debit,Boston,ATM,3862.0,Retired,15960.0,5.0,87267206.85739999,1,0
448857.652,Credit,Jacksonville,Online,1630.0,Student,81210.0,5.0,97258574.20879999,1,3
2326625.0735,Debit,Indianapolis,Branch,1258.0,Student,6970.0,5.0,9014661.852999998,0,3
445403.72200000007,Debit,nan,ATM,2312.0,Engineer,14800.000000000002,5.0,99523557.87379998,1,2
175632.6005,Debit,Milwaukee,Branch,2746.0,Doctor,20020.000000000004,5.0,218331881.32699996,2,1
230818.72650000002,Debit,Miami,Branch,1196.0,Student,22340.0,5.0,20268023.0586,0,1
334359.87250000006,Debit,Seattle,Online,3118.0,Doctor,19440.0,5.0,156627478.06159997,2,2
352512.19350000005,Debit,Denver,ATM,2374.0,Engineer,29590.0,5.0,8219797.634799999,0,3
662751.8615,Credit,Phoenix,nan,3614.0,Engineer,23210.0,5.0,95984232.66039999,1,1
1770235.3275,Debit,Detroit,ATM,3924.0,Retired,25240.0,5.0,70156426.81159998,0,3
498728.56350000005,Debit,Denver,Online,3056.0,Doctor,49310.0,5.0,106768381.48639998,1,3
296865.5435,Debit,San Diego,Online,2126.0,Doctor,45540.0,5.0,22668087.5228,0,2
2571623.8415,Credit,Austin,Online,3366.0,Engineer,8710.0,5.0,128747574.69719999,1,0
47127.216,Debit,Mesa,Branch,3986.0000000000005,Doctor,20020.000000000004,5.0,146832483.67819998,1,1
1090041.3795,nan,Washington,ATM,2994.0,Doctor,33360.0,5.0,157051018.84939998,2,2
18440.4085,Credit,San Diego,Online,3614.0,Doctor,51920.0,5.0,191670680.50339997,2,2
754031.556,Debit,Kansas City,Online,1506.0,Student,29010.000000000004,5.0,11777272.470999999,0,3
1375681.3905,Credit,Milwaukee,Online,3738.0,Retired,9870.0,5.0,60459470.14479999,0,1
429534.8325,Debit,Kansas City,ATM,3304.0,Engineer,15960.0,17.0,43587610.5434,0,3
442602.20100000006,Debit,Houston,Branch,1320.0,Student,39160.0,5.0,9194670.407,0,3
1236065.8645,Debit,San Antonio,ATM,1816.0,Engineer,20890.0,5.0,17011950.974799998,0,2
976080.8779999999,Credit,Mesa,Branch,3180.0,Engineer,36840.0,5.0,114676112.63339998,1,1
1647582.4355000001,Credit,San Francisco,Branch,1692.0,Student,53660.0,5.0,27863640.2004,0,2
48662.296,Debit,Louisville,ATM,3552.0,Engineer,22630.0,5.0,2990921.0595999993,0,1
283260.89700000006,Debit,Charlotte,Branch,4420.000000000001,Retired,38580.0,5.0,31476307.742,0,0
220706.387,Debit,San Antonio,Branch,2312.0,Doctor,50760.0,5.0,113712843.71839999,1,2
735629.7845,Debit,Fort Worth,Branch,1878.0,Engineer,6970.0,5.0,132431799.35819998,1,3
189083.73900000003,Credit,El Paso,Online,1258.0,Student,48440.0,5.0,139594949.6682,1,3
159725.334,nan,Fort Worth,Branch,3428.0,Doctor,47570.0,5.0,17574142.979399998,0,3
376401.87600000005,Debit,Virginia Beach,Branch,1692.0,Engineer,42350.0,5.0,140122032.5664,1,2
249335.62900000004,Debit,Las Vegas,ATM,2002.0,Engineer,68160.0,5.0,118343377.81079997,1,3
588895.325,Debit,Colorado Springs,Online,2870.0,Engineer,14800.000000000002,5.0,140110428.70919997,1,0
220629.633,Debit,Seattle,Online,3676.0,Retired,23210.0,5.0,91412907.99319999,1,2
1451782.9815,Debit,Sacramento,Branch,1692.0,Student,4940.0,5.0,6258001.930999999,0,2
966640.136,Debit,Los Angeles,Online,1382.0,Student,10160.0,5.0,6662202.9568,0,3
274453.3755,Debit,San Antonio,ATM,3924.0,Retired,42640.0,5.0,118738057.72299999,1,2
2005620.6570000001,Debit,Columbus,ATM,3304.0,Retired,21180.0,5.0,27223047.776,0,0
471154.689,nan,New York,ATM,1568.0,Student,52210.0,5.0,14654582.7544,0,1
488098.1345000001,Credit,Dallas,Online,3180.0,Engineer,50470.0,5.0,131648241.46239999,1,0
410173.636,Credit,Dallas,ATM,4854.000000000001,Retired,81790.0,5.0,52495951.222799994,0,0
629114.421,Debit,Fresno,Online,2498.0,Engineer,30170.0,5.0,7143316.7284,0,3
4797.385,Debit,San Diego,Online,2932.0,Doctor,31040.0,5.0,180682125.26979998,2,2
575808.7679999999,Credit,Austin,Online,4234.000000000001,Doctor,13640.0,5.0,201531578.84499997,2,0
109336.333,Credit,Oklahoma City,ATM,2684.0,Engineer,35390.0,9.0,84624502.76379998,1,1
782219.4624999999,Debit,Boston,Online,1630.0,Engineer,17990.0,5.0,124170894.40359998,1,0
222260.6555,Debit,Fresno,Branch,2436.0,Engineer,48440.0,5.0,96416848.25959998,1,3
102793.0545,Debit,Houston,ATM,4296.000000000001,Retired,35100.0,5.0,24566508.314199995,0,3
121540.21900000001,Credit,Detroit,Online,2870.0,Doctor,47860.0,5.0,166246778.1456,2,3
609945.1095,Debit,Detroit,Online,1692.0,Student,26400.0,5.0,2164666.9199999995,0,3
636386.8624999999,Debit,Portland,Online,2560.0,Engineer,17700.000000000004,5.0,62074340.27179998,0,2
9671.264000000001,Debit,Washington,ATM,3490.0,Retired,11900.0,5.0,82690377.79639998,1,2
411670.33900000004,Credit,Detroit,Online,4358.000000000001,Doctor,71640.0,5.0,165898513.66219997,2,3
1149026.8284999998,Debit,Philadelphia,Branch,3552.0,Doctor,45830.0,5.0,21058424.2548,0,1
1614290.388,Debit,Tucson,Online,1630.0,Student,23210.0,5.0,16418666.5836,0,2
73204.3875,Debit,Mesa,Online,1630.0,Student,31329.999999999993,5.0,4517869.6532,0,1
1989195.3010000002,Debit,San Antonio,Branch,3614.0,Doctor,41770.0,5.0,82440597.33179998,1,2
239319.23200000002,Debit,Oklahoma City,Branch,2064.0,Engineer,30460.0,5.0,93869355.30199999,1,1
580356.4425,Credit,San Antonio,Branch,4854.000000000001,Retired,11610.0,5.0,76371482.48139998,1,2
399197.814,Debit,Louisville,Online,2932.0,Engineer,79180.0,5.0,139022939.01519996,1,1
11072.0245,Credit,Los Angeles,Branch,1444.0,Student,73670.0,5.0,16631850.2678,0,3
731715.3304999999,Debit,Albuquerque,ATM,3490.0,Doctor,21760.0,5.0,176071526.00899997,2,0
31008.876,Debit,Milwaukee,ATM,3118.0,Doctor,35969.99999999999,5.0,214242563.03579998,2,1
932714.8679999999,Debit,Oklahoma City,Online,1134.0,Student,19730.000000000004,5.0,26014907.720599998,0,1
645482.2115,Debit,San Antonio,Branch,1320.0,Student,5230.0,5.0,14883684.5504,0,2
1913918.8154999998,Debit,Seattle,Online,4296.000000000001,Doctor,34230.0,5.0,101311444.48699999,1,2
450104.9045,Debit,Chicago,Online,1444.0,Student,34810.0,5.0,3927263.0752000003,0,0
11513.36,Debit,Chicago,Online,1878.0,Doctor,71350.0,5.0,80970626.65239999,1,0
2014639.252,Debit,Detroit,ATM,4978.000000000001,Retired,6100.000000000001,5.0,30316665.858999997,0,3
435847.84900000005,Debit,Charlotte,ATM,1134.0,Student,85270.0,5.0,5087053.7256,0,0
448512.2590000001,Credit,Oklahoma City,Online,4110.000000000001,Retired,4940.0,5.0,15867483.366599998,0,1
87979.5325,Debit,Los Angeles,ATM,1258.0,Student,26689.999999999993,5.0,24682844.421,0,3
1867789.6614999997,Debit,Sacramento,Branch,4792.000000000001,Retired,85850.0,5.0,30381677.212799996,0,2
797282.435,Debit,Memphis,ATM,4110.000000000001,Doctor,40900.0,5.0,150458391.51839998,2,1
509953.83599999995,Debit,Philadelphia,Online,3366.0,Retired,26689.999999999993,5.0,66144616.335799985,0,1
133168.45,Debit,Virginia Beach,Online,4978.000000000001,Retired,32780.0,5.0,95996282.81979999,1,2
638842.9905,Credit,Albuquerque,Branch,2188.0,Engineer,84980.0,5.0,41479427.717999995,0,0
514060.17499999993,Debit,San Antonio,Online,1258.0,Student,46410.0,5.0,8869018.568399997,0,2
951807.4254999999,Debit,San Francisco,Branch,3800.0,Doctor,76860.0,5.0,191979372.8584,2,2
721986.7609999999,Debit,Tucson,ATM,2312.0,Engineer,71060.0,5.0,134819069.82599998,1,2
159303.187,Credit,Seattle,Online,2250.0,Engineer,49600.0,5.0,134032982.88439997,1,2
178952.211,Credit,New York,Online,1258.0,Student,20890.0,5.0,17141081.077999998,0,1
1541546.7845,Credit,Memphis,Branch,4234.000000000001,Doctor,37420.0,5.0,181025777.96379998,2,1
68618.336,Debit,Charlotte,Branch,1444.0,Student,35390.0,5.0,9102583.386399997,0,0
54745.050500000005,Debit,Washington,Online,3862.0,Doctor,28720.0,5.0,128989321.72219999,1,2
267737.40050000005,Credit,Louisville,Online,3304.0,Doctor,51340.0,5.0,150238215.76639998,2,1
590180.9545,Debit,Detroit,Branch,2064.0,Doctor,82660.0,5.0,78961969.21759999,1,3
116378.51250000001,Credit,Tucson,Branch,3490.0,Retired,15380.000000000002,5.0,15580213.517199999,0,2
143645.371,Debit,Nashville,Branch,4358.000000000001,Doctor,36260.0,5.0,102969159.62519997,1,1
445000.76350000006,Debit,Memphis,ATM,2126.0,Engineer,47860.0,5.0,1677602.4523999998,0,1
242178.31849999996,Debit,Baltimore,Branch,4668.000000000001,Retired,77730.0,5.0,84346158.95839998,1,0
971475.6379999999,Credit,Chicago,Online,3304.0,Retired,46990.0,9.0,19487886.812999997,0,0
584002.2575000001,Debit,Houston,Branch,1940.0,Engineer,10450.0,5.0,60356523.103999995,0,3
540828.1325000001,Debit,Detroit,ATM,1382.0,Student,31620.0,5.0,23594313.3552,0,3
1492635.298,Debit,Houston,Branch,1940.0,Engineer,4940.0,5.0,101542033.95699999,1,3
228688.803,Debit,Los Angeles,Branch,3490.0,Retired,27850.0,5.0,82067637.45999998,1,3
340001.29150000005,Debit,Chicago,Online,4730.000000000001,Retired,12480.0,5.0,79490986.092,1,0
500589.848,Debit,Denver,Branch,1382.0,Student,10450.0,5.0,13434541.306999998,0,3
325187.76950000005,Debit,Chicago,Online,1506.0,Student,5519.999999999999,5.0,26869873.968399998,0,0
140517.6455,Debit,Portland,Branch,1630.0,Student,4070.0000000000005,5.0,11719104.417599998,0,2
2614529.3275,Debit,El Paso,ATM,1816.0,Engineer,30750.0,5.0,36145818.893199995,0,3
1520823.2045000002,Debit,Baltimore,ATM,1196.0,Student,47570.0,5.0,11460695.443799999,0,0
454882.8410000001,Debit,Phoenix,Online,4420.000000000001,Retired,13349.999999999998,5.0,17595863.0198,0,1
65567.36450000001,Credit,Philadelphia,Online,3366.0,Engineer,15669.999999999998,5.0,10808796.696999999,0,1
1420428.9725,Debit,Philadelphia,Online,2560.0,Doctor,35680.0,5.0,215181731.63199997,2,1
870275.4890000001,Debit,Albuquerque,ATM,3614.0,Doctor,23790.0,5.0,179209774.31199998,2,0
576557.1195,Debit,Jacksonville,Branch,4544.000000000001,Retired,29010.000000000004,5.0,117312717.26359999,1,3
212858.29050000003,Credit,Virginia Beach,Branch,1196.0,Student,58300.0,5.0,29044704.588999994,0,2
387013.11650000006,Debit,Las Vegas,ATM,3676.0,Doctor,86720.0,5.0,109024587.8748,1,3
766024.3685,Debit,Portland,ATM,3676.0,Engineer,31620.0,5.0,47760238.5786,0,2
1999211.6980000003,Debit,Jacksonville,Online,4854.000000000001,Retired,16540.0,5.0,85187289.83799998,1,3
1209566.546,Debit,Mesa,ATM,3862.0,Retired,15090.000000000002,5.0,20286767.751,0,1
20992.479,Credit,Philadelphia,ATM,3738.0,Engineer,71060.0,5.0,18476863.562599998,0,1
414279.97500000003,Debit,Los Angeles,ATM,2374.0,Doctor,68160.0,5.0,117128840.75719999,1,3
2729660.3275,Debit,Washington,Branch,4916.000000000001,Retired,47860.0,5.0,84415484.56679998,1,2
434370.33450000006,nan,Louisville,Branch,3056.0,Doctor,40900.0,5.0,146387817.91959998,1,1
853677.4365,Credit,Las Vegas,Branch,2684.0,Doctor,29300.0,5.0,153650493.62019998,2,3
538372.0044999999,Credit,Virginia Beach,Online,1568.0,Student,6970.0,5.0,4362556.4876,0,2
937435.2390000001,Debit,Jacksonville,Branch,3242.0,Engineer,38290.0,5.0,111376749.23619999,1,3
6332.465,Credit,Los Angeles,Branch,3118.0,Doctor,38000.0,5.0,169377290.5438,2,3
382599.7615,nan,Colorado Springs,Branch,4296.000000000001,Retired,47860.0,5.0,108076493.23459998,1,0
39068.046,Debit,Tucson,Branch,3862.0,Retired,21760.0,5.0,41096797.9652,0,2
946204.3835,Debit,Colorado Springs,Branch,3304.0,Retired,68450.0,5.0,110578760.90259998,1,0
589873.9385,Debit,Los Angeles,ATM,1196.0,Student,4070.0000000000005,5.0,15724815.43,0,3
21453.003,Debit,Atlanta,Online,2684.0,Doctor,46700.0,5.0,88619204.98859999,1,0
602173.767,Debit,Tucson,Branch,3676.0,Engineer,43800.0,5.0,108028887.66659999,1,2
270519.733,Debit,Memphis,Branch,3738.0,Engineer,29010.000000000004,5.0,120910508.06519999,1,1
552705.814,Debit,Denver,ATM,4234.000000000001,Retired,18280.0,5.0,26004940.304799996,0,3
1536135.6275,Debit,Oklahoma City,ATM,1940.0,Engineer,31329.999999999993,5.0,143712682.53279996,1,1
931678.689,Debit,Houston,ATM,2870.0,Engineer,41480.0,5.0,94787398.9274,1,3
1000008.9375,Debit,Kansas City,ATM,3366.0,Doctor,62070.0,5.0,140473272.39779997,1,3
585115.1905,Debit,Portland,ATM,4048.0000000000005,Doctor,45830.0,5.0,201300543.07279995,2,2
829096.968,nan,El Paso,ATM,2498.0,Doctor,42060.0,5.0,171091834.8288,2,3
1332065.9300000002,Debit,Milwaukee,ATM,3800.0,Retired,20890.0,5.0,20669397.503799997,0,1
224237.071,Debit,Louisville,ATM,3428.0,Engineer,49600.0,5.0,99771850.6644,1,1
143683.748,Debit,Atlanta,ATM,1568.0,Student,58590.0,5.0,6258299.4658,0,0
1708237.284,Credit,Las Vegas,Online,2064.0,Engineer,46700.0,5.0,76480380.21819998,1,3
693223.1995,Debit,Omaha,ATM,3924.0,Doctor,52210.0,5.0,118204280.29179998,1,1
252444.16600000003,Debit,Charlotte,Branch,2746.0,Doctor,12190.000000000002,5.0,87379228.70959999,1,0
931621.1235,Credit,Milwaukee,Online,4730.000000000001,Retired,10740.0,5.0,45737894.54299999,0,1
1051280.6095,Debit,Columbus,ATM,3986.0000000000005,Retired,38000.0,5.0,91577742.27239999,1,0
877490.365,Debit,Virginia Beach,Online,1754.0,Engineer,4360.0,5.0,123749138.8246,1,2
971398.8840000001,Debit,Chicago,ATM,3614.0,Engineer,18570.0,5.0,3423090.3565999996,0,0
933693.4815,Debit,Indianapolis,Branch,3552.0,Retired,34520.0,5.0,37393679.844399996,0,3
314077.628,Debit,San Diego,Branch,2560.0,Doctor,84690.0,5.0,150107151.68699998,2,2
1116099.3625,Debit,Boston,ATM,1382.0,Student,51050.0,5.0,7143763.0306,0,0
99799.6485,Debit,Mesa,ATM,2994.0,Doctor,24660.0,5.0,16675141.5812,0,1
1209336.284,Debit,Boston,ATM,1320.0,Student,17990.0,5.0,5516545.2094,0,0
1004978.7590000001,Debit,Oklahoma City,ATM,2684.0,Doctor,46120.0,5.0,200814519.97699997,2,1
1353940.82,Debit,Phoenix,Branch,2498.0,Doctor,35969.99999999999,13.0,220245773.92799997,2,1
417350.13500000007,Credit,Denver,Branch,2870.0,Engineer,10160.0,5.0,45484246.125999995,0,3
175536.65800000002,Debit,Fort Worth,ATM,3180.0,Doctor,40900.0,5.0,222299954.18719995,2,3
10074.2225,Debit,San Jose,ATM,2436.0,Doctor,14220.0,5.0,210406595.62679997,2,2
103675.7255,Credit,Milwaukee,ATM,3490.0,Retired,46700.0,5.0,100214284.91199999,1,1
1413674.6205,Debit,Memphis,Branch,2994.0,Engineer,2910.0000000000005,5.0,49287782.241799995,0,1
707883.2135000001,nan,Virginia Beach,Branch,3366.0,Doctor,4070.0000000000005,5.0,12343481.195399998,0,2
63437.441000000006,Credit,Fort Worth,Online,3304.0,Retired,49310.0,5.0,22923223.613799997,0,3
127603.785,Credit,Louisville,Online,2002.0,Engineer,41770.0,5.0,101462889.70019998,1,1
339790.21800000005,Debit,Las Vegas,nan,2188.0,Doctor,24660.0,5.0,200466255.49359995,2,3
1129320.2389999998,Debit,Portland,Branch,2002.0,Engineer,37710.0,5.0,10628788.142999997,0,2
332920.73500000004,Debit,Nashville,ATM,1320.0,Student,81790.0,5.0,19442661.5234,0,1
150303.7805,Credit,Memphis,Online,3490.0,Engineer,54820.0,5.0,107935759.27419998,1,1
78020.701,Debit,Louisville,Branch,3676.0,Retired,45250.0,5.0,17165478.931599997,0,1
186550.85700000002,Credit,Atlanta,Branch,4792.000000000001,Retired,15960.0,5.0,98896652.05019997,1,0
65375.4795,Debit,Philadelphia,Branch,1382.0,Student,23500.0,5.0,129573084.99979998,1,1
944189.5910000001,Debit,Fresno,Online,1444.0,Student,21470.0,5.0,12762856.496,0,3
1615691.1485000001,Credit,Virginia Beach,Online,3304.0,Doctor,53660.0,5.0,7579056.443,0,2
141131.6775,Debit,Atlanta,ATM,3180.0,Engineer,45830.0,5.0,41834386.7344,0,0
1459343.2505,Debit,Phoenix,Online,3552.0,Engineer,34230.0,5.0,91937015.54339999,1,1
713217.6165,Debit,San Francisco,Branch,4172.000000000001,Retired,41480.0,5.0,51835423.9668,0,2
420151.6560000001,Debit,Seattle,ATM,1134.0,Student,3780.0000000000005,5.0,11220287.3254,0,2
436327.5615,Debit,Atlanta,Online,1134.0,Student,18860.0,5.0,11173871.8966,0,0
456667.37150000007,Credit,Kansas City,Branch,2436.0,Doctor,24950.0,5.0,126602497.55659999,1,3
358057.67000000004,Debit,nan,Online,3614.0,Doctor,3780.0000000000005,5.0,22444936.422799997,0,2
654615.9375,Debit,San Jose,Online,1134.0,Student,42930.0,5.0,7607619.783799998,0,2
833894.093,Debit,Memphis,ATM,3676.0,Doctor,62360.0,5.0,188165869.32679996,2,1
600370.048,Credit,Portland,Branch,3366.0,Engineer,12770.0,5.0,3469505.7853999995,0,2
144201.83750000002,Debit,Boston,ATM,1444.0,Student,44670.0,5.0,16259187.9308,0,0
44709.465000000004,Debit,Los Angeles,ATM,3676.0,Engineer,46700.0,5.0,99840134.90099998,1,3
90915.373,Credit,Seattle,Online,1568.0,Student,17700.000000000004,5.0,6834029.3038,0,2
984005.7284999999,Debit,Sacramento,Branch,4916.000000000001,Retired,8710.0,5.0,104053078.90159999,1,2
936686.8875000001,Debit,Louisville,Branch,2684.0,Engineer,48730.000000000015,5.0,105194868.69659999,1,1
24599.917,Debit,Fort Worth,ATM,2746.0,Engineer,45250.0,5.0,134563041.13059998,1,3
128371.32500000001,Credit,Charlotte,Online,4916.000000000001,Retired,37420.0,17.0,77935027.85539998,1,0
1028331.1634999999,Debit,Las Vegas,Online,2684.0,Engineer,6390.0,5.0,143443413.5388,1,3
519471.33200000005,Credit,Washington,Online,1630.0,Engineer,15380.000000000002,5.0,93187405.54039998,1,2
188009.18300000002,Debit,Denver,Branch,4482.000000000001,Retired,5230.0,5.0,110985490.97419997,1,3
376248.3680000001,Debit,San Francisco,Online,3800.0,Retired,28430.0,5.0,62985540.596799985,0,2
481977.0030000001,Debit,San Jose,ATM,2622.0,Engineer,71350.0,5.0,123535062.53599997,1,2
85427.46200000001,Debit,El Paso,Online,1754.0,Student,59460.0,5.0,4675563.0972,0,3
343224.95950000006,Debit,Baltimore,Online,2188.0,Doctor,52210.0,5.0,77972517.24019998,1,0
2257105.138,Credit,Kansas City,ATM,3366.0,Engineer,50470.0,21.0,4815553.2206,0,3
741981.178,Debit,New York,Branch,2870.0,Doctor,37130.0,5.0,102100060.47439998,1,1
320716.849,Debit,Denver,Online,4730.000000000001,Retired,5810.0,5.0,57688082.25019999,0,3
662425.657,Debit,Fresno,Branch,4296.000000000001,Retired,73380.0,5.0,60200019.7992,0,3
143626.1825,Debit,Raleigh,ATM,4482.000000000001,Retired,33940.0,5.0,35849027.930199996,0,2
1288949.3705,Debit,Washington,Branch,3614.0,Engineer,15669.999999999998,5.0,77535884.92119999,1,2
489383.76399999997,Debit,Seattle,ATM,2808.0,Engineer,44089.99999999999,5.0,92501587.82639998,1,2
87826.02450000001,Debit,Philadelphia,Online,1568.0,Student,31620.0,5.0,88935038.17879999,1,1
632625.9164999999,Credit,San Antonio,Online,1630.0,Student,19150.0,5.0,24868952.4384,0,2
694700.714,Credit,Philadelphia,Branch,3614.0,Doctor,57430.0,9.0,125290220.32119997,1,1
22872.952,Debit,San Diego,nan,3304.0,Doctor,15090.000000000002,5.0,217377538.45599997,2,2
